id,entity,pred
10141710,"""盖伊""",1.0
10141710," ""布鲁塞尔""",1.0
10141710," ""榜首""",1.0
10141710," ""五虎中""",1.0
10141710," ""加特林""",1.0
10141710," ""世锦赛""",1.0
10141710," ""国际田联""",1.0
10141710," ""博尔特""",2.0
10141710," ""大邱""",1.0
10141710," ""运动员""",1.0
10141710," ""巅峰""",1.0
10141710," ""赛季""",1.0
10141710," ""职业生涯""",-1.0
10141710," ""鲍威尔""",0.0
10141710," ""布雷克""",0.0
10141720,"""申洲""",-1.0
10141720," ""浙江省疫情防控冷链食品物防""",1.0
10141720," ""新碶街道""",-1.0
10141720," ""北仑区""",-1.0
10141720," ""舟山港""",-1.0
10141720," ""宿舍区""",-1.0
10141720," ""北仑""",-1.0
10141720," ""浙江省卫生健康委""",1.0
10141720," ""浙江省政府""",1.0
10141720," ""浙江""",-1.0
10141720," ""丽水""",1.0
10141720," ""浙江省""",-1.0
10141720," ""本土""",-1.0
10141720," ""杭州""",1.0
10141720," ""宁波""",-1.0
10141720," ""病例""",-1.0
10141720," ""沿海村""",0.0
10141720," ""衢州""",0.0
10141725,"""阿拉木图""",-1.0
10141725," ""阿拉木图国际机场""",-1.0
10141725," ""外交部""",1.0
10141725," ""总统""",-1.0
10141725," ""曼格斯""",-1.0
10141725," ""哈萨克斯坦""",1.0
10141725," ""套州""",-1.0
10141725," ""阿拉木图市政府""",-1.0
10141725," ""托卡耶夫""",-1.0
10141725," ""国家电视台""",-1.0
10141725," ""阿拉木图市""",-1.0
10141725," ""莫斯科""",1.0
10141725," ""当地时间""",-1.0
10141725," ""哈萨克斯坦阿拉木图国际机场""",-1.0
10141725," ""反政府""",1.0
10141725," ""国家安全委员会""",-1.0
10141725," ""国际广播电视公司""",0.0
10141726,"""塔陵""",-1.0
10141726," ""永安社区""",-1.0
10141726," ""文化服务中心""",-1.0
10141726," ""郑州市新冠肺炎疫情防控指挥部办公室""",1.0
10141726," ""郑州""",-1.0
10141726," ""中原区绿东村办事处""",-1.0
10141726," ""保全街28号院""",-1.0
10141726," ""电缆社区69号院""",-1.0
10141726," ""通告""",-1.0
10141726," ""二七区建中街办事处""",0.0
10141726," ""郑州市委宣传部""",0.0
10141759,"""阿拉木图""",1.0
10141759," ""佩斯科夫""",1.0
10141759," ""哈西部""",1.0
10141759," ""外交""",1.0
10141759," ""总统""",1.0
10141759," ""哈萨克斯坦""",1.0
10141759," ""俄外交部""",1.0
10141759," ""俄罗斯外交部""",1.0
10141759," ""俄罗斯""",1.0
10141759," ""俄新社""",1.0
10141759," ""托卡耶夫""",1.0
10141759," ""阿拉木图市""",1.0
10141759," ""莫斯科""",-1.0
10141759," ""阿克套""",1.0
10141759," ""斯迈洛夫""",1.0
10141759," ""中新社""",0.0
10141759," ""曼吉斯套州""",0.0
10117186,"""崔诗越""",-1.0
10117186," ""长安区委""",-1.0
10117186," ""雁塔""",-1.0
10117186," ""王斌""",-1.0
10117186," ""西安市""",-1.0
10117186," ""雁塔区""",-1.0
10117186," ""雁塔区委""",-1.0
10117186," ""西安汉长安城国家大遗址保护特区党工委""",-1.0
10117186," ""西安雁塔""",-1.0
10117186," ""区政府""",-1.0
10117186," ""西安雁塔区委""",-1.0
10117186," ""杨建强""",-1.0
10117186," ""西安国家民用航天产业基地党工委""",-1.0
10117186," ""未央区委""",-1.0
10117186," ""副书记""",-1.0
10117186," ""刘国中""",0.0
10117186," ""雁塔区政府办公室""",0.0
10141764,"""阿拉木图""",-1.0
10141764," ""总统""",-1.0
10141764," ""哈萨克斯坦""",-1.0
10141764," ""国际文传电讯社""",-1.0
10141764," ""套州""",-1.0
10141764," ""北京""",-1.0
10141764," ""阿拉木图市政府""",-1.0
10141764," ""托卡耶夫""",-1.0
10141764," ""阿拉木图市""",-1.0
10141764," ""当地时间""",-1.0
10141764," ""俄新社""",-1.0
10141764," ""国家安全委员会""",-1.0
10141764," ""内务部""",-1.0
10141764," ""努尔苏丹""",0.0
10141764," ""国际广播电视公司""",0.0
10133574,"""港股""",-1.0
10133574," ""港交所""",-1.0
10133574," ""股份""",-1.0
10133574," ""基金""",1.0
10133574," ""中国电信控股股东电信集团""",1.0
10133574," ""张骞爻""",1.0
10133574," ""文莱投资局""",1.0
10133574," ""A股""",-1.0
10133574," ""投资者""",-1.0
10133574," ""中国电信""",-1.0
10133574," ""申万宏源""",1.0
10133574," ""股价""",0.0
10133574," ""中国移动""",0.0
10125388,"""总统""",-1.0
10125388," ""今日俄罗斯电视台""",1.0
10125388," ""俄罗斯""",-1.0
10125388," ""普京""",1.0
10125388," ""乌克兰政府""",-1.0
10125388," ""莫斯科""",1.0
10125388," ""乌沙科夫""",1.0
10125388," ""拜登政府""",-1.0
10125388," ""领导人""",-1.0
10125388," ""尤里""",-1.0
10125388," ""华盛顿""",-1.0
10125388," ""日内瓦""",1.0
10125388," ""拜登""",-1.0
10125388," ""维也纳""",1.0
10125388," ""美国""",-1.0
10125388," ""Ushakov""",1.0
10125388," ""乌克兰""",-1.0
10125388," ""北约""",-1.0
10125388," ""克里姆林宫""",0.0
10125388," ""布鲁塞尔""",0.0
10117199,"""正村镇西沟村""",1.0
10117199," ""城关镇""",1.0
10117199," ""新安""",1.0
10117199," ""大划镇捷普电子厂""",1.0
10117199," ""新安县""",-1.0
10117199," ""崇州市""",1.0
10117199," ""正村一中""",-1.0
10117199," ""河南""",-1.0
10117199," ""连霍高速""",1.0
10117199," ""西沟村""",1.0
10117199," ""感染者""",-1.0
10117199," ""正村镇""",1.0
10117199," ""洛阳服务区""",-1.0
10117199," ""村镇卫生院""",0.0
10117199," ""古路村""",0.0
10141777,"""地方法人银行""",1.0
10141777," ""信达证券""",1.0
10141777," ""成都银行""",1.0
10141777," ""天神娱乐""",1.0
10141777," ""湖北广电""",1.0
10141777," ""小熊电器""",1.0
10141777," ""杨德龙""",1.0
10141777," ""金莱特""",1.0
10141777," ""宝鹰股份""",1.0
10141777," ""板块""",1.0
10141777," ""央行""",1.0
10141777," ""王婧""",1.0
10141777," ""丝路视觉""",1.0
10141777," ""A股""",1.0
10141777," ""赵伟""",0.0
10141777," ""市值""",0.0
10125397,"""杨实秋""",1.0
10125397," ""市长""",1.0
10125397," ""韩国瑜""",1.0
10125397," ""郭台铭""",1.0
10125397," ""蔡英文""",1.0
10125397," ""政治""",-1.0
10125397," ""薛洋""",-1.0
10125397," ""侯友""",1.0
10125397," ""鸿海集团""",1.0
10125397," ""侯背景""",1.0
10125397," ""新北市政府""",1.0
10125397," ""国民党""",1.0
10125397," ""侯民调""",2.0
10125397," ""侯友宜""",1.0
10125397," ""新北市""",1.0
10125397," ""香港中评社""",1.0
10125397," ""新北""",0.0
10125397," ""新北市长""",0.0
10125398,"""王秋冬""",1.0
10125398," ""朱立伦""",-1.0
10125398," ""韩国瑜""",1.0
10125398," ""韩因为""",2.0
10125398," ""台北大安森林公园""",2.0
10125398," ""政治""",1.0
10125398," ""韩终究""",1.0
10125398," ""韩不排除""",1.0
10125398," ""林昶""",1.0
10125398," ""朱放""",1.0
10125398," ""国民党""",1.0
10125398," ""颜宽恒""",1.0
10125398," ""韩举办""",1.0
10125398," ""侯友宜""",0.0
10125398," ""香港中评社""",0.0
10141788,"""信阳""",-1.0
10141788," ""发布会""",-1.0
10141788," ""德尔塔""",-2.0
10141788," ""商丘""",-1.0
10141788," ""德尔塔毒株""",-2.0
10141788," ""李迎春""",-1.0
10141788," ""周口""",-1.0
10141788," ""许昌""",-1.0
10141788," ""郑州""",-1.0
10141788," ""链条""",-1.0
10141788," ""郑州市政府""",1.0
10141788," ""郑州市""",1.0
10141788," ""李慧芳""",1.0
10141788," ""郑州市商务局""",-1.0
10141788," ""病例""",1.0
10141788," ""中新社""",-1.0
10141788," ""河南""",0.0
10125452,"""励成杰""",-1.0
10125452," ""北仑区""",1.0
10125452," ""万怡酒店""",-1.0
10125452," ""淮河路""",1.0
10125452," ""无症状感染者""",-1.0
10125452," ""河南""",-1.0
10125452," ""王仁元""",-1.0
10125452," ""本土""",-1.0
10125452," ""郑州市""",-1.0
10125452," ""上海""",1.0
10125452," ""感染者""",1.0
10125452," ""宁波""",1.0
10125452," ""郑州东站""",1.0
10125452," ""病例""",0.0
10125452," ""许昌市""",0.0
10141849,"""屏幕""",-1.0
10141849," ""指纹""",-1.0
10141849," ""指纹识别""",-1.0
10141849," ""小米移动软件有限公司""",1.0
10141849," ""小米""",0.0
10141849," ""机型""",0.0
10141856,"""阿拉木图""",-1.0
10141856," ""哈国防部""",1.0
10141856," ""总统""",1.0
10141856," ""团伙""",-2.0
10141856," ""哈萨克斯坦""",-1.0
10141856," ""恐怖主义""",-1.0
10141856," ""总台""",1.0
10141856," ""托卡耶夫""",0.0
10141856," ""航班""",0.0
10117282,"""赵一德""",1.0
10117282," ""李明远""",1.0
10117282," ""西安市""",-1.0
10117282," ""西安市疫情防控指挥部""",1.0
10117282," ""城中村""",1.0
10117282," ""方红卫""",1.0
10117282," ""蒿慧杰""",1.0
10117282," ""李克强""",0.0
10117282," ""孙春兰""",0.0
10141860,"""阿拉木图""",-1.0
10141860," ""哈萨克斯坦""",-1.0
10141860," ""总台""",-1.0
10141860," ""国家电视台""",0.0
10141860," ""哈萨克斯坦国家电视台阿拉木图分台""",-1.0
10141861,"""阿拉木图""",1.0
10141861," ""佩斯科夫""",1.0
10141861," ""哈西部""",1.0
10141861," ""外交""",1.0
10141861," ""总统""",1.0
10141861," ""哈萨克斯坦""",1.0
10141861," ""俄外交部""",1.0
10141861," ""俄罗斯外交部""",1.0
10141861," ""俄罗斯""",1.0
10141861," ""俄新社""",1.0
10141861," ""托卡耶夫""",1.0
10141861," ""阿拉木图市""",1.0
10141861," ""莫斯科""",-1.0
10141861," ""阿克套""",1.0
10141861," ""斯迈洛夫""",1.0
10141861," ""中新社""",0.0
10141861," ""曼吉斯套州""",0.0
10133673,"""辽宁""",-1.0
10133673," ""抚顺顺城区""",1.0
10133673," ""抚顺市顺城区应急管理局""",1.0
10133673," ""抚顺市""",1.0
10133673," ""顺城区""",1.0
10133673," ""抚顺""",-1.0
10133673," ""央视""",0.0
10133673," ""辽宁省""",0.0
10125483,"""上交所""",1.0
10125483," ""总股本""",1.0
10125483," ""迈威生物""",1.0
10125483," ""禾迈股份""",1.0
10125483," ""兰州市""",1.0
10125483," ""兰州银行""",1.0
10125483," ""甘肃省""",-1.0
10125483," ""普冉股份""",1.0
10125483," ""巨无霸""",1.0
10125483," ""A股""",-1.0
10125483," ""翱捷科技""",1.0
10125483," ""投资者""",1.0
10125483," ""中国电信""",0.0
10125483," ""中国移动""",0.0
10117312,"""方正证券""",1.0
10117312," ""证券""",1.0
10117312," ""业绩""",1.0
10117312," ""年报""",1.0
10117312," ""渤海证券""",1.0
10117312," ""医药""",1.0
10117312," ""大盘""",1.0
10117312," ""板块""",1.0
10117312," ""渤海""",1.0
10117312," ""行情""",1.0
10117312," ""A股""",1.0
10117312," ""中信证券""",1.0
10117312," ""低位""",0.0
10141891,"""严家蓉""",1.0
10141891," ""发布会""",1.0
10141891," ""国际奥委会""",1.0
10141891," ""新华社""",1.0
10141891," ""发言人""",1.0
10141891," ""北京冬奥组委""",1.0
10141891," ""韩子荣""",1.0
10141891," ""记者""",1.0
10141891," ""国际残奥委会""",0.0
10141891," ""赵卫东""",0.0
10141895,"""欧盟""",-1.0
10141895," ""北约""",-1.0
10141895," ""延斯·普洛特纳""",1.0
10141895," ""总统""",-1.0
10141895," ""泽连斯基""",-1.0
10141895," ""美国""",-1.0
10141895," ""俄罗斯""",-1.0
10141895," ""普京""",-1.0
10141895," ""德国""",1.0
10141895," ""欧安""",-1.0
10141895," ""法国""",-1.0
10141895," ""莫斯科""",1.0
10141895," ""拜登""",-1.0
10141895," ""华盛顿""",-1.0
10141895," ""欧洲""",-1.0
10141895," ""乌克兰""",0.0
10141895," ""外交""",0.0
10141896,"""马哈茂德""",-1.0
10141896," ""视觉中国""",1.0
10141896," ""德尔塔""",-1.0
10141896," ""病例""",-1.0
10141896," ""世卫组织""",-1.0
10141896," ""IHU""",-1.0
10141896," ""法国""",-1.0
10141896," ""日内瓦""",1.0
10141896," ""世界卫生组织""",1.0
10141896," ""喀麦隆""",-1.0
10141896," ""Eric""",1.0
10141896," ""毒株""",0.0
10141898,"""中国""",-1.0
10141898," ""阿拉木图""",-1.0
10141898," ""总统""",-1.0
10141898," ""哈萨克斯坦""",-1.0
10141898," ""国际文传电讯社""",-1.0
10141898," ""套州""",-1.0
10141898," ""北京""",-1.0
10141898," ""阿拉木图市政府""",-1.0
10141898," ""托卡耶夫""",-1.0
10141898," ""阿拉木图市""",-1.0
10141898," ""当地时间""",-1.0
10141898," ""俄新社""",-1.0
10141898," ""阿拉木图国际机场""",-1.0
10141898," ""国家安全委员会""",-1.0
10141898," ""内务部""",-1.0
10141898," ""曼吉斯套州""",0.0
10141898," ""国际广播电视公司""",0.0
10141901,"""中国""",1.0
10141901," ""日本""",-1.0
10141901," ""英特尔""",1.0
10141901," ""中兴""",1.0
10141901," ""半山路""",1.0
10141901," ""美国""",-1.0
10141901," ""日本三菱集团""",1.0
10141901," ""沙祖康""",1.0
10141901," ""洛克菲勒中心""",1.0
10141901," ""嫦娥""",0.0
10141902,"""巴西""",-1.0
10141902," ""欧盟""",-1.0
10141902," ""莫里森""",-1.0
10141902," ""总统""",-1.0
10141902," ""克里斯托弗·吴""",-1.0
10141902," ""韩国""",-1.0
10141902," ""美国""",-1.0
10141902," ""马克龙""",-1.0
10141902," ""文在寅""",-1.0
10141902," ""法国""",-1.0
10141902," ""李在明""",-1.0
10141902," ""菲律宾""",-1.0
10141902," ""民主党""",-1.0
10141902," ""拜登""",1.0
10141902," ""朴槿惠""",-1.0
10141902," ""尹锡悦""",-1.0
